scale	run	baseline_time_ms	patched_time_ms	baseline_ns_per_pixel	patched_ns_per_pixel	speedup_percent
5.89	2	26.4401	19.0570	9.9198	7.1498	38.742
5.89	3	26.4571	19.0859	9.9262	7.1606	38.622
5.89	median	26.4401	19.0570	9.9198	7.1498	38.742
5.90	1	26.3731	19.0821	9.8650	7.1377	38.210
5.90	2	26.4521	19.1519	9.8945	7.1639	38.116
5.90	3	26.4781	19.1159	9.9042	7.1504	38.513
5.90	median	26.4521	19.1159	9.8945	7.1504	38.377
5.91	1	26.4220	19.1269	9.8537	7.1331	38.140
5.91	2	26.5520	19.2320	9.9021	7.1723	38.060
5.91	3	26.5760	19.2320	9.9111	7.1723	38.186
5.91	median	26.5520	19.2320	9.9021	7.1723	38.060
5.92	1	26.5841	19.2130	9.8775	7.1387	38.366
5.92	2	26.6681	19.2690	9.9087	7.1595	38.399
5.92	3	26.6790	19.3050	9.9128	7.1729	38.198
5.92	median	26.6681	19.2690	9.9087	7.1595	38.399
5.93	1	26.6790	19.2652	9.8780	7.1330	38.483
5.93	2	26.7448	19.3510	9.9024	7.1648	38.209
5.93	3	26.8459	19.3820	9.9398	7.1762	38.511
5.93	median	26.7448	19.3510	9.9024	7.1648	38.209
5.94	1	26.7501	19.4001	9.8679	7.1565	37.887
5.94	2	26.8679	19.3939	9.9113	7.1542	38.538
5.94	3	26.9020	19.4082	9.9239	7.1595	38.612
5.94	median	26.8679	19.4001	9.9113	7.1565	38.494
5.95	1	26.8679	19.3760	9.8818	7.1264	38.665
5.95	2	26.9420	19.4640	9.9091	7.1588	38.418
5.95	3	26.9051	19.5141	9.8955	7.1772	37.874
5.95	median	26.9051	19.4640	9.8955	7.1588	38.228
5.96	1	26.8619	19.4550	9.8503	7.1342	38.072
5.96	2	26.9482	19.4921	9.8820	7.1478	38.252
5.96	3	26.9620	19.5010	9.8870	7.1510	38.260
5.96	median	26.9482	19.4921	9.8820	7.1478	38.252
5.97	1	27.0309	19.4981	9.8760	7.1238	38.634
5.97	2	27.1640	19.5651	9.9246	7.1483	38.839
5.97	3	27.1130	19.5830	9.9060	7.1548	38.453
5.97	median	27.1130	19.5651	9.9060	7.1483	38.578
5.98	1	27.0720	19.5539	9.8566	7.1193	38.449
5.98	2	27.1480	19.6512	9.8843	7.1548	38.149
5.98	3	27.2450	19.6271	9.9196	7.1460	38.813
5.98	median	27.1480	19.6271	9.8843	7.1460	38.319
5.99	1	27.1840	19.6099	9.8613	7.1137	38.624
5.99	2	27.2961	19.7210	9.9019	7.1540	38.411
5.99	3	27.3290	19.6939	9.9138	7.1441	38.769
5.99	median	27.2961	19.6939	9.9019	7.1441	38.602
6.00	1	27.2689	19.6621	9.8629	7.1116	38.687
6.00	2	27.3569	19.7411	9.8947	7.1401	38.579
6.00	3	27.3440	19.7251	9.8900	7.1344	38.624
6.00	median	27.3440	19.7251	9.8900	7.1344	38.624
6.01	1	27.3020	19.7880	9.8458	7.1361	37.972
6.01	2	27.4110	19.8421	9.8851	7.1556	38.145
6.01	3	27.4580	19.8560	9.9020	7.1606	38.285
6.01	median	27.4110	19.8421	9.8851	7.1556	38.145
6.02	1	27.4599	19.8720	9.8668	7.1403	38.185
6.02	2	27.6411	19.8729	9.9319	7.1406	39.091
6.02	3	27.5640	19.9511	9.9042	7.1687	38.159
6.02	median	27.5640	19.8729	9.9042	7.1406	38.703
6.03	1	27.4909	19.9080	9.8438	7.1285	38.091
6.03	2	27.6120	19.9451	9.8872	7.1419	38.439
6.03	3	27.6308	19.9420	9.8939	7.1408	38.555
6.03	median	27.6120	19.9420	9.8872	7.1408	38.461
6.04	1	27.6048	19.9571	9.8488	7.1203	38.320
6.04	2	27.7140	20.0870	9.8878	7.1666	37.971
6.04	3	27.7340	20.0589	9.8949	7.1566	38.263
6.04	median	27.7140	20.0589	9.8878	7.1566	38.163
6.05	1	27.6790	20.0260	9.8464	7.1240	38.214
6.05	2	27.7588	20.0720	9.8748	7.1403	38.297
6.05	3	27.8168	20.0930	9.8954	7.1478	38.440
6.05	median	27.7588	20.0720	9.8748	7.1403	38.297
6.06	1	27.7390	20.0610	9.8390	7.1156	38.274
6.06	2	27.8852	20.1268	9.8908	7.1389	38.548
6.06	3	27.8499	20.1080	9.8783	7.1322	38.503
6.06	median	27.8499	20.1080	9.8783	7.1322	38.503
6.07	1	27.9000	20.1261	9.8604	7.1130	38.625
6.07	2	27.9608	20.1662	9.8819	7.1271	38.652
6.07	3	28.0318	20.1879	9.9070	7.1348	38.855
6.07	median	27.9608	20.1662	9.8819	7.1271	38.652
6.08	1	27.9539	20.1771	9.8456	7.1066	38.542
6.08	2	28.0201	20.2570	9.8690	7.1347	38.324
6.08	3	28.0790	20.2510	9.8897	7.1326	38.655
6.08	median	28.0201	20.2510	9.8690	7.1326	38.365
6.09	1	28.0609	20.2639	9.8479	7.1115	38.479
6.09	2	28.1711	20.2930	9.8865	7.1218	38.820
6.09	3	28.2261	20.3381	9.9059	7.1376	38.785
6.09	median	28.1711	20.2930	9.8865	7.1218	38.820
6.10	1	28.1501	20.3052	9.8505	7.1053	38.636
6.10	2	28.2168	20.3550	9.8739	7.1228	38.624
6.10	3	28.3039	20.3750	9.9043	7.1298	38.914
6.10	median	28.2168	20.3550	9.8739	7.1228	38.624
6.11	1	28.2149	20.4141	9.8446	7.1228	38.213
6.11	2	28.2910	20.5100	9.8711	7.1562	37.938
6.11	3	28.3120	20.4718	9.8785	7.1429	38.298
6.11	median	28.2910	20.4718	9.8711	7.1429	38.195
6.12	1	28.3649	20.5119	9.8616	7.1313	38.286
6.12	2	28.4550	20.5450	9.8929	7.1429	38.500
6.12	3	28.4791	20.5529	9.9013	7.1456	38.565
6.12	median	28.4550	20.5450	9.8929	7.1429	38.500
6.13	1	28.3830	20.5390	9.8344	7.1165	38.192
6.13	2	28.5349	20.5851	9.8870	7.1325	38.619
6.13	3	28.5602	20.5741	9.8958	7.1287	38.816
6.13	median	28.5349	20.5741	9.8870	7.1287	38.693
6.14	1	28.5382	20.6151	9.8530	7.1175	38.433
6.14	2	28.6100	20.6680	9.8777	7.1357	38.427
6.14	3	28.6241	20.6740	9.8826	7.1378	38.454
6.14	median	28.6100	20.6680	9.8777	7.1357	38.427
6.15	1	28.6069	20.6418	9.8483	7.1062	38.587
6.15	2	28.6729	20.7560	9.8710	7.1455	38.143
6.15	3	28.7292	20.7150	9.8904	7.1314	38.688
6.15	median	28.6729	20.7150	9.8710	7.1314	38.416
6.16	1	28.6489	20.7059	9.8344	7.1078	38.361
6.16	2	28.7471	20.7491	9.8681	7.1226	38.546
6.16	3	28.7681	20.7961	9.8753	7.1387	38.335
6.16	median	28.7471	20.7491	9.8681	7.1226	38.546
6.17	1	28.7461	20.7539	9.8328	7.0990	38.510
6.17	2	28.9280	20.8201	9.8950	7.1217	38.942
6.17	3	28.8758	20.7989	9.8772	7.1144	38.834
6.17	median	28.8758	20.7989	9.8772	7.1144	38.834
6.18	1	28.8620	20.8411	9.8392	7.1048	38.487
6.18	2	28.9369	20.8840	9.8647	7.1195	38.559
6.18	3	28.9521	20.8731	9.8699	7.1157	38.706
6.18	median	28.9369	20.8731	9.8647	7.1157	38.633
6.19	1	28.9831	20.9062	9.8456	7.1019	38.633
6.19	2	29.0921	20.9620	9.8826	7.1208	38.785
6.19	3	29.0859	20.9339	9.8805	7.1113	38.941
6.19	median	29.0859	20.9339	9.8805	7.1113	38.941
6.20	1	29.0489	20.9432	9.8398	7.0941	38.704
6.20	2	29.0859	20.9968	9.8523	7.1123	38.525
6.20	3	29.0980	21.0040	9.8564	7.1147	38.536
6.20	median	29.0859	20.9968	9.8523	7.1123	38.525
6.21	1	29.0608	21.0619	9.8158	7.1140	37.979
6.21	2	29.1851	21.1120	9.8577	7.1309	38.239
6.21	3	29.2671	21.1380	9.8854	7.1397	38.457
6.21	median	29.1851	21.1120	9.8577	7.1309	38.239
6.22	1	29.2790	21.1461	9.8547	7.1173	38.461
6.22	2	29.2962	21.2080	9.8605	7.1382	38.137
6.22	3	29.3510	21.1811	9.8789	7.1291	38.571
6.22	median	29.2962	21.1811	9.8605	7.1291	38.313
6.23	1	29.2659	21.1802	9.8174	7.1050	38.176
6.23	2	29.3932	21.2200	9.8601	7.1183	38.518
6.23	3	29.3860	21.2290	9.8577	7.1214	38.424
6.23	median	29.3860	21.2200	9.8577	7.1183	38.484
6.24	1	29.4142	21.2660	9.8326	7.1088	38.316
6.24	2	29.4750	21.2870	9.8529	7.1158	38.465
6.24	3	29.5620	21.3511	9.8820	7.1372	38.458
6.24	median	29.4750	21.2870	9.8529	7.1158	38.465
6.25	1	29.5370	21.2960	9.8457	7.0987	38.697
6.25	2	29.5708	21.3280	9.8569	7.1093	38.648
6.25	3	29.5801	21.3969	9.8600	7.1323	38.244
6.25	median	29.5708	21.3280	9.8569	7.1093	38.648
6.26	1	29.5160	21.3521	9.8108	7.0972	38.235
6.26	2	29.6428	21.3921	9.8530	7.1105	38.570
6.26	3	29.6659	21.3790	9.8607	7.1062	38.762
6.26	median	29.6428	21.3790	9.8530	7.1062	38.654
6.27	1	29.5789	21.4219	9.7975	7.0956	38.079
6.27	2	29.7399	21.4610	9.8508	7.1086	38.576
6.27	3	29.7971	21.4689	9.8698	7.1112	38.792
6.27	median	29.7399	21.4610	9.8508	7.1086	38.576
6.28	1	29.7511	21.4789	9.8218	7.0909	38.513
6.28	2	29.8491	21.5201	9.8542	7.1045	38.704
6.28	3	29.8719	21.5449	9.8618	7.1127	38.651
6.28	median	29.8491	21.5201	9.8542	7.1045	38.704
6.29	1	29.8378	21.5490	9.8163	7.0893	38.466
6.29	2	29.9039	21.6110	9.8380	7.1097	38.374
6.29	3	29.9890	21.5781	9.8660	7.0989	38.979
6.29	median	29.9039	21.5781	9.8380	7.0989	38.585
6.30	1	29.9420	21.5931	9.8229	7.0839	38.665
6.30	2	30.0069	21.6472	9.8442	7.1017	38.618
6.30	3	29.9959	21.6539	9.8406	7.1038	38.526
6.30	median	29.9959	21.6472	9.8406	7.1017	38.567
6.31	1	29.9239	21.7578	9.7894	7.1179	37.532
6.31	2	30.0729	21.7769	9.8382	7.1242	38.096
6.31	3	30.0739	21.7659	9.8385	7.1206	38.170
6.31	median	30.0729	21.7659	9.8382	7.1206	38.165
6.32	1	30.0932	21.8339	9.8107	7.1181	37.828
6.32	2	30.1840	21.8401	9.8403	7.1201	38.205
6.32	3	30.2160	21.8201	9.8508	7.1136	38.478
6.32	median	30.1840	21.8339	9.8403	7.1181	38.243
6.33	1	30.0920	21.8809	9.7781	7.1100	37.526
6.33	2	30.2191	21.9560	9.8194	7.1344	37.635
6.33	3	30.2289	21.8730	9.8226	7.1074	38.202
6.33	median	30.2191	21.8809	9.8194	7.1100	38.107
6.34	1	30.1809	21.9412	9.7732	7.1050	37.554
6.34	2	30.2680	22.0199	9.8014	7.1305	37.457
6.34	3	30.2961	21.9600	9.8105	7.1111	37.960
6.34	median	30.2680	21.9600	9.8014	7.1111	37.832
6.35	1	30.2351	21.9989	9.7634	7.1038	37.439
6.35	2	30.3640	22.0261	9.8051	7.1126	37.855
6.35	3	30.3171	22.0151	9.7899	7.1091	37.709
6.35	median	30.3171	22.0151	9.7899	7.1091	37.709
6.36	1	30.3190	22.0361	9.7633	7.0960	37.589
6.36	2	30.4141	22.0728	9.7939	7.1079	37.789
6.36	3	30.4470	22.0540	9.8045	7.1018	38.057
6.36	median	30.4141	22.0540	9.7939	7.1018	37.907
6.37	1	30.3800	22.0959	9.7494	7.0909	37.492
6.37	2	30.4639	22.1410	9.7763	7.1053	37.592
6.37	3	30.5340	22.1000	9.7988	7.0922	38.163
6.37	median	30.4639	22.1000	9.7763	7.0922	37.846
6.38	1	30.4990	22.1460	9.7556	7.0838	37.717
6.38	2	30.6551	22.1848	9.8056	7.0962	38.181
6.38	3	30.6070	22.1920	9.7902	7.0985	37.919
6.38	median	30.6070	22.1848	9.7902	7.0962	37.964
6.39	1	30.6470	22.3219	9.7694	7.1156	37.296
6.39	2	30.6320	22.2440	9.7647	7.0908	37.709
6.39	3	30.6301	22.2929	9.7640	7.1064	37.397
6.39	median	30.6320	22.2929	9.7647	7.1064	37.407
6.40	1	30.6520	22.4569	9.7440	7.1389	36.492
6.40	2	30.7381	22.3529	9.7714	7.1058	37.513
6.40	3	30.6301	22.3649	9.7371	7.1096	36.957
6.40	median	30.6520	22.3649	9.7440	7.1096	37.054
6.41	1	30.8590	22.5000	9.7827	7.1328	37.151
6.41	2	30.8251	22.4891	9.7720	7.1293	37.068
6.41	3	30.9360	22.5191	9.8071	7.1389	37.376
6.41	median	30.8590	22.5000	9.7827	7.1328	37.151
6.42	1	30.9150	22.5260	9.7671	7.1167	37.242
6.42	2	30.9451	22.5241	9.7766	7.1161	37.387
6.42	3	31.0340	22.5410	9.8047	7.1215	37.677
6.42	median	30.9451	22.5260	9.7766	7.1167	37.375
6.43	1	31.0278	22.5868	9.7710	7.1129	37.370
6.43	2	31.0860	22.5849	9.7893	7.1123	37.639
6.43	3	31.1430	22.5840	9.8073	7.1120	37.898
6.43	median	31.0860	22.5849	9.7893	7.1123	37.639
6.44	1	31.0900	22.6798	9.7574	7.1179	37.083
6.44	2	31.1239	22.6710	9.7680	7.1151	37.285
6.44	3	31.1539	22.6750	9.7774	7.1164	37.393
6.44	median	31.1239	22.6750	9.7680	7.1164	37.260
6.45	1	31.1329	22.7170	9.7440	7.1100	37.046
6.45	2	31.2469	22.7339	9.7797	7.1153	37.446
6.45	3	31.2259	22.7621	9.7732	7.1241	37.185
6.45	median	31.2259	22.7339	9.7732	7.1153	37.355
6.46	1	31.3158	22.8190	9.7744	7.1224	37.235
6.46	2	31.3361	22.7730	9.7808	7.1080	37.603
6.46	3	31.3880	22.7470	9.7970	7.0999	37.988
6.46	median	31.3361	22.7730	9.7808	7.1080	37.603
6.47	1	31.3790	22.8169	9.7611	7.0977	37.525
6.47	2	31.4689	22.8829	9.7890	7.1182	37.521
6.47	3	31.4760	22.8112	9.7912	7.0959	37.984
6.47	median	31.4689	22.8169	9.7890	7.0977	37.918
6.48	1	31.4789	22.8801	9.7607	7.0944	37.583
6.48	2	31.5650	22.8801	9.7874	7.0944	37.960
6.48	3	31.5890	22.8910	9.7948	7.0978	37.998
6.48	median	31.5650	22.8801	9.7874	7.0944	37.960
6.49	1	31.5931	22.9990	9.7631	7.1073	37.367
6.49	2	31.6019	22.9702	9.7658	7.0984	37.577
6.49	3	31.6598	22.9499	9.7837	7.0921	37.952
6.49	median	31.6019	22.9702	9.7658	7.0984	37.577
6.50	1	31.6169	22.9938	9.7439	7.0864	37.501
6.50	2	31.6920	23.0072	9.7670	7.0905	37.748
6.50	3	31.7190	22.9938	9.7753	7.0864	37.945
6.50	median	31.6920	22.9938	9.7670	7.0864	37.827
6.51	1	31.8258	23.1290	9.7816	7.1086	37.602
6.51	2	31.7819	23.1209	9.7681	7.1061	37.461
6.51	3	31.8561	23.1249	9.7909	7.1074	37.756
6.51	median	31.8258	23.1249	9.7816	7.1074	37.626
6.52	1	31.8320	23.1919	9.7507	7.1041	37.255
6.52	2	31.8861	23.2060	9.7673	7.1084	37.405
6.52	3	31.9431	23.1860	9.7847	7.1023	37.768
6.52	median	31.8861	23.1919	9.7673	7.1041	37.488
6.53	1	31.9910	23.2630	9.7682	7.1031	37.520
6.53	2	32.0361	23.3030	9.7819	7.1154	37.475
6.53	3	32.0580	23.2439	9.7886	7.0973	37.920
6.53	median	32.0361	23.2630	9.7819	7.1031	37.713
6.54	1	32.0420	23.3400	9.7510	7.1028	37.284
6.54	2	32.0890	23.3281	9.7653	7.0992	37.555
6.54	3	32.1031	23.3259	9.7696	7.0986	37.627
6.54	median	32.0890	23.3281	9.7653	7.0992	37.555
6.55	1	32.1531	23.3660	9.7584	7.0915	37.607
6.55	2	32.1929	23.4051	9.7705	7.1034	37.547
6.55	3	32.2330	23.3829	9.7827	7.0967	37.849
6.55	median	32.1929	23.3829	9.7705	7.0967	37.677
6.56	1	32.2568	23.4630	9.7635	7.1018	37.479
6.56	2	32.3141	23.4809	9.7808	7.1072	37.618
6.56	3	32.3689	23.4590	9.7974	7.1005	37.982
6.56	median	32.3141	23.4630	9.7808	7.1018	37.723
6.57	1	32.3420	23.5162	9.7567	7.0942	37.531
6.57	2	32.3739	23.5009	9.7663	7.0896	37.755
6.57	3	32.3980	23.4802	9.7736	7.0833	37.981
6.57	median	32.3739	23.5009	9.7663	7.0896	37.755
6.58	1	32.4950	23.5820	9.7718	7.0915	37.796
6.58	2	32.5150	23.5529	9.7779	7.0828	38.051
6.58	3	32.5761	23.5622	9.7962	7.0856	38.255
6.58	median	32.5150	23.5622	9.7779	7.0856	37.997
6.59	1	32.5229	23.6330	9.7478	7.0833	37.617
6.59	2	32.5820	23.6290	9.7655	7.0821	37.890
6.59	3	32.6159	23.5960	9.7757	7.0722	38.227
6.59	median	32.5820	23.6290	9.7655	7.0821	37.890
6.60	1	32.5489	23.6781	9.7294	7.0778	37.464
6.60	2	32.6350	23.6700	9.7552	7.0754	37.875
6.60	3	32.6700	23.6609	9.7656	7.0726	38.077
6.60	median	32.6350	23.6700	9.7552	7.0754	37.875
6.61	1	32.7179	23.8140	9.7538	7.0993	37.391
6.61	2	32.8021	23.7939	9.7789	7.0934	37.859
6.61	3	32.8128	23.7861	9.7821	7.0910	37.951
6.61	median	32.8021	23.7939	9.7789	7.0934	37.859
6.62	1	32.8000	23.8650	9.7459	7.0911	37.438
6.62	2	32.8560	23.8800	9.7626	7.0955	37.589
6.62	3	32.8801	23.8910	9.7697	7.0988	37.625
6.62	median	32.8560	23.8800	9.7626	7.0955	37.589
6.63	1	32.9430	23.9220	9.7577	7.0857	37.710
6.63	2	33.0100	23.9081	9.7775	7.0816	38.069
6.63	3	33.0341	23.9429	9.7847	7.0919	37.970
6.63	median	33.0100	23.9220	9.7775	7.0857	37.989
6.64	1	32.9978	23.9990	9.7418	7.0851	37.497
6.64	2	33.0870	23.9742	9.7681	7.0778	38.010
6.64	3	33.1309	23.9949	9.7811	7.0839	38.075
6.64	median	33.0870	23.9949	9.7681	7.0839	37.892
6.65	1	33.0689	24.0281	9.7368	7.0748	37.627
6.65	2	33.1252	24.0271	9.7533	7.0745	37.866
6.65	3	33.1669	24.0419	9.7656	7.0789	37.954
6.65	median	33.1252	24.0281	9.7533	7.0748	37.860
6.66	1	33.2119	24.1101	9.7529	7.0801	37.751
6.66	2	33.2890	24.1079	9.7755	7.0795	38.082
6.66	3	33.3340	24.1110	9.7888	7.0804	38.252
6.66	median	33.2890	24.1101	9.7755	7.0801	38.070
6.67	1	33.3230	24.1511	9.7535	7.0689	37.978
6.67	2	33.4089	24.1671	9.7786	7.0736	38.241
6.67	3	33.3619	24.1580	9.7648	7.0709	38.098
6.67	median	33.3619	24.1580	9.7648	7.0709	38.098
6.68	1	33.4868	24.2221	9.7709	7.0676	38.249
6.68	2	33.4980	24.2620	9.7741	7.0792	38.068
6.68	3	33.5388	24.2691	9.7860	7.0813	38.195
6.68	median	33.4980	24.2620	9.7741	7.0792	38.068
6.69	1	33.4718	24.3089	9.7346	7.0697	37.695
6.69	2	33.5469	24.3371	9.7564	7.0779	37.843
6.69	3	33.5419	24.3080	9.7550	7.0695	37.987
6.69	median	33.5419	24.3089	9.7550	7.0697	37.983
6.70	1	33.6001	24.3380	9.7461	7.0595	38.057
6.70	2	33.6001	24.3499	9.7461	7.0630	37.988
6.70	3	33.6750	24.3299	9.7678	7.0572	38.409
6.70	median	33.6001	24.3380	9.7461	7.0595	38.057
6.71	1	33.6699	24.4720	9.7406	7.0796	37.587
6.71	2	33.7019	24.4880	9.7498	7.0843	37.625
6.71	3	33.7670	24.4780	9.7686	7.0814	37.947
6.71	median	33.7019	24.4780	9.7498	7.0814	37.682
6.72	1	33.7491	24.5659	9.7317	7.0837	37.382
6.72	2	33.8092	24.5368	9.7490	7.0753	37.789
6.72	3	33.8299	24.5509	9.7550	7.0794	37.794
6.72	median	33.8092	24.5509	9.7490	7.0794	37.709
6.73	1	33.9289	24.6220	9.7533	7.0779	37.799
6.73	2	33.9789	24.6282	9.7677	7.0797	37.968
6.73	3	33.9870	24.6248	9.7700	7.0787	38.020
6.73	median	33.9789	24.6248	9.7677	7.0787	37.987
6.74	1	33.9880	24.7121	9.7386	7.0808	37.535
6.74	2	34.0469	24.6820	9.7555	7.0722	37.942
6.74	3	34.0028	24.6940	9.7428	7.0756	37.696
6.74	median	34.0028	24.6940	9.7428	7.0756	37.696
6.75	1	34.0769	24.7350	9.7385	7.0688	37.767
6.75	2	34.0850	24.7350	9.7408	7.0688	37.800
6.75	3	34.1790	24.7450	9.7677	7.0716	38.126
6.75	median	34.0850	24.7350	9.7408	7.0688	37.800
6.76	1	34.2021	24.8260	9.7487	7.0762	37.767
6.76	2	34.1871	24.8070	9.7444	7.0708	37.812
6.76	3	34.1868	24.8101	9.7443	7.0716	37.795
6.76	median	34.1871	24.8101	9.7444	7.0716	37.796
6.77	1	34.3158	24.8580	9.7495	7.0624	38.048
6.77	2	34.2801	24.8492	9.7393	7.0599	37.952
6.77	3	34.3802	24.8508	9.7678	7.0604	38.346
6.77	median	34.3158	24.8508	9.7495	7.0604	38.087
6.78	1	34.4660	24.9200	9.7621	7.0583	38.307
6.78	2	34.4141	24.9281	9.7474	7.0606	38.053
6.78	3	34.4260	24.9281	9.7508	7.0606	38.102
6.78	median	34.4260	24.9281	9.7508	7.0606	38.102
6.79	1	34.5480	25.0051	9.7539	7.0596	38.165
6.79	2	34.4720	25.0211	9.7324	7.0641	37.773
6.79	3	34.5581	25.0010	9.7567	7.0585	38.226
6.79	median	34.5480	25.0051	9.7539	7.0596	38.165
6.80	1	34.6329	25.0480	9.7524	7.0533	38.267
6.80	2	34.5869	25.0649	9.7394	7.0581	37.989
6.80	3	34.6558	25.0821	9.7588	7.0629	38.170
6.80	median	34.6329	25.0649	9.7524	7.0581	38.173
6.81	1	34.7102	25.1701	9.7487	7.0693	37.902
6.81	2	34.6539	25.1911	9.7329	7.0752	37.564
6.81	3	34.6789	25.2020	9.7399	7.0783	37.602
6.81	median	34.6789	25.1911	9.7399	7.0752	37.663
6.82	1	34.8449	25.2619	9.7552	7.0723	37.935
6.82	2	34.7760	25.2960	9.7359	7.0819	37.476
6.82	3	34.8151	25.2790	9.7468	7.0771	37.723
6.82	median	34.8151	25.2790	9.7468	7.0771	37.723
6.83	1	34.9281	25.3201	9.7487	7.0670	37.947
6.83	2	34.9600	25.3220	9.7576	7.0675	38.063
6.83	3	34.9271	25.3301	9.7484	7.0698	37.888
6.83	median	34.9281	25.3220	9.7487	7.0675	37.937
6.84	1	35.0440	25.3651	9.7498	7.0570	38.158
6.84	2	35.0292	25.3980	9.7457	7.0661	37.922
6.84	3	35.0449	25.4130	9.7500	7.0703	37.901
6.84	median	35.0440	25.3980	9.7498	7.0661	37.980
6.85	1	35.0811	25.4660	9.7349	7.0667	37.757
6.85	2	35.0890	25.4619	9.7371	7.0656	37.810
6.85	3	35.0521	25.4560	9.7268	7.0639	37.697
6.85	median	35.0811	25.4619	9.7349	7.0656	37.779
6.86	1	35.2459	25.5020	9.7554	7.0584	38.210
6.86	2	35.1651	25.5489	9.7330	7.0714	37.639
6.86	3	35.2218	25.5239	9.7487	7.0645	37.996
6.86	median	35.2218	25.5239	9.7487	7.0645	37.996
6.87	1	35.3391	25.5730	9.7501	7.0556	38.190
6.87	2	35.2809	25.6271	9.7340	7.0705	37.671
6.87	3	35.3050	25.6360	9.7407	7.0730	37.717
6.87	median	35.3050	25.6271	9.7407	7.0705	37.765
6.88	1	35.4612	25.7101	9.7541	7.0720	37.926
6.88	2	35.4500	25.7220	9.7511	7.0752	37.821
6.88	3	35.4710	25.6732	9.7568	7.0618	38.163
6.88	median	35.4612	25.7101	9.7541	7.0720	37.926
6.89	1	35.5420	25.7170	9.7454	7.0514	38.205
6.89	2	35.4700	25.8000	9.7256	7.0742	37.480
6.89	3	35.5060	25.7161	9.7355	7.0512	38.069
6.89	median	35.5060	25.7170	9.7355	7.0514	38.065
6.90	1	35.5940	25.7721	9.7346	7.0484	38.111
6.90	2	35.5439	25.8591	9.7209	7.0722	37.452
6.90	3	35.5620	25.7859	9.7258	7.0522	37.912
6.90	median	35.5620	25.7859	9.7258	7.0522	37.912
6.91	1	35.7111	25.9120	9.7416	7.0685	37.817
6.91	2	35.6851	25.9910	9.7345	7.0900	37.299
6.91	3	35.7120	25.9120	9.7418	7.0685	37.820
6.91	median	35.7111	25.9120	9.7416	7.0685	37.817
6.92	1	35.8140	25.9430	9.7388	7.0546	38.049
6.92	2	35.8369	26.0880	9.7450	7.0940	37.370
6.92	3	35.7821	26.0050	9.7301	7.0715	37.596
6.92	median	35.8140	26.0050	9.7388	7.0715	37.719
6.93	1	35.9440	26.0160	9.7448	7.0532	38.161
6.93	2	35.9659	26.1099	9.7507	7.0787	37.747
6.93	3	35.9111	26.0990	9.7359	7.0757	37.596
6.93	median	35.9440	26.0990	9.7448	7.0757	37.722
6.94	1	36.0970	26.0930	9.7555	7.0518	38.341
6.94	2	36.0150	26.2029	9.7333	7.0815	37.447
6.94	3	35.9449	26.1419	9.7144	7.0650	37.500
6.94	median	36.0150	26.1419	9.7333	7.0650	37.768
6.95	1	36.1142	26.1412	9.7353	7.0468	38.152
6.95	2	36.0811	26.2551	9.7263	7.0776	37.424
6.95	3	36.0701	26.1741	9.7234	7.0557	37.809
6.95	median	36.0811	26.1741	9.7263	7.0557	37.850
6.96	1	36.2241	26.2201	9.7401	7.0501	38.155
6.96	2	36.2399	26.3350	9.7443	7.0810	37.612
6.96	3	36.1259	26.2411	9.7136	7.0558	37.668
6.96	median	36.2241	26.2411	9.7401	7.0558	38.044
6.97	1	36.3381	26.3231	9.7401	7.0556	38.048
6.97	2	36.3050	26.3619	9.7312	7.0660	37.719
6.97	3	36.2821	26.2980	9.7250	7.0489	37.965
6.97	median	36.3050	26.3231	9.7312	7.0556	37.922
6.98	1	36.5100	26.3340	9.7569	7.0375	38.642
6.98	2	36.4909	26.4242	9.7518	7.0616	38.096
6.98	3	36.4149	26.4111	9.7315	7.0581	37.877
6.98	median	36.4909	26.4111	9.7518	7.0581	38.165
6.99	1	36.5169	26.4421	9.7283	7.0443	38.102
6.99	2	36.5338	26.5291	9.7328	7.0675	37.712
6.99	3	36.4299	26.4721	9.7051	7.0523	37.616
6.99	median	36.5169	26.4721	9.7283	7.0523	37.945
7.00	1	36.5980	26.5160	9.7252	7.0461	38.022
7.00	2	36.5908	26.5620	9.7233	7.0583	37.757
7.00	3	36.5360	26.5498	9.7088	7.0551	37.614
7.00	median	36.5908	26.5498	9.7233	7.0551	37.819
7.01	1	36.7541	26.6130	9.7421	7.0540	38.107
7.01	2	36.7000	26.7241	9.7277	7.0835	37.329
7.01	3	36.6900	26.6650	9.7251	7.0678	37.597
7.01	median	36.7000	26.6650	9.7277	7.0678	37.634
7.02	1	36.8459	26.6769	9.7360	7.0490	38.119
7.02	2	36.8190	26.7711	9.7289	7.0739	37.532
7.02	3	36.7758	26.7420	9.7175	7.0662	37.521
7.02	median	36.8190	26.7420	9.7289	7.0662	37.682
7.03	1	36.9809	26.7549	9.7427	7.0486	38.222
7.03	2	36.9279	26.8300	9.7288	7.0684	37.638
7.03	3	36.8679	26.7889	9.7129	7.0576	37.623
7.03	median	36.9279	26.7889	9.7288	7.0576	37.849
7.04	1	37.0750	26.8610	9.7372	7.0546	38.026
7.04	2	37.0262	26.9289	9.7244	7.0725	37.496
7.04	3	37.0181	26.8621	9.7222	7.0549	37.808
7.04	median	37.0262	26.8621	9.7244	7.0549	37.839
7.05	1	37.1261	26.9301	9.7261	7.0550	37.861
