scale	run	baseline_time_ms	patched_time_ms	baseline_ns_per_pixel	patched_ns_per_pixel	speedup_percent
3.57	2	10.0482	7.3581	10.2669	7.5183	36.559
3.57	3	10.0021	7.3509	10.2199	7.5109	36.068
3.57	median	10.0241	7.3509	10.2423	7.5109	36.366
3.58	1	10.0732	7.3881	10.2327	7.5051	36.343
3.58	2	10.1361	7.4000	10.2966	7.5172	36.974
3.58	3	10.0360	7.3850	10.1949	7.5019	35.898
3.58	median	10.0732	7.3881	10.2327	7.5051	36.343
3.59	1	10.1259	7.4179	10.2236	7.4895	36.506
3.59	2	10.1831	7.4189	10.2814	7.4905	37.259
3.59	3	10.1240	7.4179	10.2217	7.4895	36.480
3.59	median	10.1259	7.4179	10.2236	7.4895	36.506
3.60	1	10.1728	7.4580	10.2206	7.4930	36.402
3.60	2	10.2072	7.4589	10.2551	7.4939	36.846
3.60	3	10.1609	7.4611	10.2086	7.4961	36.185
3.60	median	10.1728	7.4589	10.2206	7.4939	36.386
3.61	1	10.1831	7.5030	10.1808	7.5013	35.720
3.61	2	10.2429	7.5400	10.2406	7.5383	35.848
3.61	3	10.1931	7.5190	10.1908	7.5173	35.565
3.61	median	10.1931	7.5190	10.1908	7.5173	35.565
3.62	1	10.2661	7.5500	10.2018	7.5027	35.975
3.62	2	10.3350	7.5691	10.2702	7.5217	36.541
3.62	3	10.3240	7.5731	10.2593	7.5257	36.324
3.62	median	10.3240	7.5691	10.2593	7.5217	36.396
3.63	1	10.3300	7.6098	10.2064	7.5189	35.743
3.63	2	10.3779	7.6029	10.2538	7.5120	36.499
3.63	3	10.3221	7.5910	10.1987	7.5002	35.979
3.63	median	10.3300	7.6029	10.2064	7.5120	35.868
3.64	1	10.4001	7.6210	10.2141	7.4848	36.465
3.64	2	10.4640	7.6401	10.2768	7.5035	36.960
3.64	3	10.3951	7.6361	10.2091	7.4995	36.130
3.64	median	10.4001	7.6361	10.2141	7.4995	36.197
3.65	1	10.4620	7.6592	10.2251	7.4858	36.593
3.65	2	10.4902	7.6909	10.2526	7.5168	36.396
3.65	3	10.4339	7.6821	10.1977	7.5081	35.823
3.65	median	10.4620	7.6821	10.2251	7.5081	36.188
3.66	1	10.4718	7.6959	10.1852	7.4853	36.069
3.66	2	10.5529	7.7019	10.2641	7.4911	37.017
3.66	3	10.4558	7.7081	10.1697	7.4971	35.648
3.66	median	10.4718	7.7019	10.1852	7.4911	35.964
3.67	1	10.5519	7.7491	10.2021	7.4921	36.171
3.67	2	10.5991	7.7419	10.2477	7.4852	36.906
3.67	3	10.5560	7.7360	10.2060	7.4795	36.453
3.67	median	10.5560	7.7419	10.2060	7.4852	36.349
3.68	1	10.5889	7.7989	10.1799	7.4977	35.774
3.68	2	10.6452	7.7810	10.2340	7.4805	36.809
3.68	3	10.5870	7.7751	10.1781	7.4748	36.166
3.68	median	10.5889	7.7810	10.1799	7.4805	36.086
3.69	1	10.6809	7.8189	10.2076	7.4725	36.602
3.69	2	10.7021	7.8251	10.2279	7.4784	36.766
3.69	3	10.7069	7.8151	10.2325	7.4688	37.003
3.69	median	10.7021	7.8189	10.2279	7.4725	36.874
3.70	1	10.7229	7.8430	10.1987	7.4597	36.717
3.70	2	10.7491	7.8552	10.2237	7.4712	36.841
3.70	3	10.7169	7.8430	10.1931	7.4597	36.642
3.70	median	10.7229	7.8430	10.1987	7.4597	36.717
3.71	1	10.7460	7.9248	10.1720	7.5015	35.600
3.71	2	10.8089	7.9460	10.2316	7.5216	36.030
3.71	3	10.7410	7.9100	10.1673	7.4875	35.790
3.71	median	10.7460	7.9248	10.1720	7.5015	35.600
3.72	1	10.8480	7.9489	10.2083	7.4801	36.473
3.72	2	10.8740	7.9598	10.2327	7.4904	36.611
3.72	3	10.8030	7.9801	10.1659	7.5095	35.374
3.72	median	10.8480	7.9598	10.2083	7.4904	36.285
3.73	1	10.8759	8.0080	10.1775	7.4937	35.814
3.73	2	10.9410	8.0001	10.2384	7.4863	36.762
3.73	3	10.8578	8.0092	10.1605	7.4948	35.567
3.73	median	10.8759	8.0080	10.1775	7.4937	35.814
3.74	1	10.9639	8.0290	10.1999	7.4695	36.554
3.74	2	10.9880	8.0400	10.2223	7.4797	36.667
3.74	3	10.9420	8.0318	10.1795	7.4721	36.233
3.74	median	10.9639	8.0318	10.1999	7.4721	36.506
3.75	1	10.9730	8.0559	10.1602	7.4592	36.210
3.75	2	11.0438	8.0709	10.2257	7.4731	36.833
3.75	3	10.9930	8.0581	10.1787	7.4612	36.422
3.75	median	10.9930	8.0581	10.1787	7.4612	36.422
3.76	1	11.0321	8.0919	10.1668	7.4573	36.334
3.76	2	11.1189	8.1301	10.2468	7.4924	36.763
3.76	3	11.0230	8.1220	10.1585	7.4850	35.718
3.76	median	11.0321	8.1220	10.1668	7.4850	35.829
3.77	1	11.1051	8.1241	10.1748	7.4435	36.694
3.77	2	11.1518	8.1480	10.2176	7.4654	36.866
3.77	3	11.1010	8.1332	10.1711	7.4519	36.490
3.77	median	11.1051	8.1332	10.1748	7.4519	36.540
3.78	1	11.1458	8.1811	10.1559	7.4545	36.239
3.78	2	11.2469	8.1890	10.2480	7.4617	37.341
3.78	3	11.1408	8.1730	10.1514	7.4471	36.313
3.78	median	11.1458	8.1811	10.1559	7.4545	36.239
3.79	1	11.2419	8.2011	10.1845	7.4297	37.078
3.79	2	11.3149	8.2309	10.2506	7.4567	37.468
3.79	3	11.2131	8.2200	10.1583	7.4468	36.412
3.79	median	11.2419	8.2200	10.1845	7.4468	36.763
3.80	1	11.2810	8.2381	10.1723	7.4284	36.938
3.80	2	11.3380	8.2650	10.2237	7.4527	37.181
3.80	3	11.2691	8.2550	10.1616	7.4437	36.513
3.80	median	11.2810	8.2550	10.1723	7.4437	36.657
3.81	1	11.3089	8.3170	10.1501	7.4648	35.973
3.81	2	11.3881	8.3561	10.2212	7.4999	36.284
3.81	3	11.2982	8.3101	10.1405	7.4586	35.957
3.81	median	11.3089	8.3170	10.1501	7.4648	35.973
3.82	1	11.3900	8.3530	10.1644	7.4542	36.358
3.82	2	11.4410	8.3711	10.2099	7.4704	36.671
3.82	3	11.4050	8.3511	10.1778	7.4525	36.569
3.82	median	11.4050	8.3530	10.1778	7.4542	36.538
3.83	1	11.4381	8.3878	10.1519	7.4446	36.366
3.83	2	11.4992	8.4250	10.2061	7.4776	36.489
3.83	3	11.5139	8.3899	10.2192	7.4465	37.235
3.83	median	11.4992	8.3899	10.2061	7.4465	37.059
3.84	1	11.5302	8.4238	10.1754	7.4341	36.875
3.84	2	11.5631	8.4751	10.2045	7.4793	36.437
3.84	3	11.5092	8.4310	10.1569	7.4404	36.510
3.84	median	11.5302	8.4310	10.1754	7.4404	36.759
3.85	1	11.6179	8.4682	10.2057	7.4389	37.194
3.85	2	11.6260	8.4970	10.2129	7.4642	36.825
3.85	3	11.5600	8.4679	10.1549	7.4386	36.516
3.85	median	11.6179	8.4682	10.2057	7.4389	37.194
3.86	1	11.6220	8.4949	10.1625	7.4281	36.812
3.86	2	11.6482	8.5411	10.1854	7.4685	36.378
3.86	3	11.5800	8.5020	10.1258	7.4344	36.202
3.86	median	11.6220	8.5020	10.1625	7.4344	36.696
3.87	1	11.7130	8.5502	10.1843	7.4343	36.991
3.87	2	11.7512	8.5649	10.2175	7.4471	37.201
3.87	3	11.6751	8.5480	10.1514	7.4324	36.583
3.87	median	11.7130	8.5502	10.1843	7.4343	36.991
3.88	1	11.7259	8.5781	10.1409	7.4185	36.697
3.88	2	11.7779	8.5969	10.1858	7.4348	37.002
3.88	3	11.7130	8.5821	10.1297	7.4220	36.482
3.88	median	11.7259	8.5821	10.1409	7.4220	36.633
3.89	1	11.8091	8.6219	10.1555	7.4146	36.966
3.89	2	11.8651	8.6470	10.2037	7.4361	37.218
3.89	3	11.8010	8.6370	10.1485	7.4275	36.634
3.89	median	11.8091	8.6370	10.1555	7.4275	36.728
3.90	1	11.8432	8.6448	10.1386	7.4006	36.997
3.90	2	11.9019	8.7039	10.1888	7.4512	36.740
3.90	3	11.8661	8.6730	10.1582	7.4247	36.816
3.90	median	11.8661	8.6730	10.1582	7.4247	36.816
3.91	1	11.9009	8.7259	10.1419	7.4362	36.386
3.91	2	11.9381	8.7512	10.1736	7.4577	36.417
3.91	3	11.8771	8.7261	10.1216	7.4364	36.109
3.91	median	11.9009	8.7261	10.1419	7.4364	36.382
3.92	1	11.9891	8.7588	10.1601	7.4226	36.881
3.92	2	12.0730	8.7850	10.2313	7.4448	37.429
3.92	3	11.9920	8.7659	10.1626	7.4287	36.802
3.92	median	11.9920	8.7659	10.1626	7.4287	36.802
3.93	1	12.0451	8.8170	10.1536	7.4324	36.613
3.93	2	12.0938	8.8279	10.1946	7.4416	36.995
3.93	3	11.9941	8.8141	10.1106	7.4299	36.080
3.93	median	12.0451	8.8170	10.1536	7.4324	36.613
3.94	1	12.1019	8.8580	10.1449	7.4255	36.622
3.94	2	12.2380	8.8880	10.2590	7.4507	37.692
3.94	3	12.0909	8.8570	10.1357	7.4247	36.513
3.94	median	12.1019	8.8580	10.1449	7.4255	36.622
3.95	1	12.1489	8.8859	10.1386	7.4156	36.720
3.95	2	12.2082	8.9049	10.1882	7.4315	37.095
3.95	3	12.1360	8.8880	10.1279	7.4174	36.542
3.95	median	12.1489	8.8880	10.1386	7.4174	36.687
3.96	1	12.1899	8.9469	10.1274	7.4331	36.247
3.96	2	12.2490	8.9440	10.1765	7.4308	36.950
3.96	3	12.1880	8.9130	10.1258	7.4050	36.743
3.96	median	12.1899	8.9440	10.1274	7.4308	36.289
3.97	1	12.2859	8.9719	10.1511	7.4129	36.938
3.97	2	12.3649	9.0058	10.2163	7.4409	37.299
3.97	3	12.2721	8.9719	10.1396	7.4129	36.783
3.97	median	12.2859	8.9719	10.1511	7.4129	36.938
3.98	1	12.3012	9.0001	10.1106	7.3973	36.680
3.98	2	12.3811	9.0210	10.1762	7.4145	37.247
3.98	3	12.2988	8.9970	10.1086	7.3947	36.701
3.98	median	12.3012	9.0001	10.1106	7.3973	36.680
3.99	1	12.4412	9.0342	10.1696	7.3847	37.712
3.99	2	12.4810	9.0830	10.2022	7.4246	37.411
3.99	3	12.3961	9.0449	10.1328	7.3934	37.052
3.99	median	12.4412	9.0449	10.1696	7.3934	37.550
4.00	1	12.4578	9.0690	10.1382	7.3803	37.368
4.00	2	12.5060	9.0971	10.1774	7.4032	37.473
4.00	3	12.4478	9.0849	10.1301	7.3933	37.017
4.00	median	12.4578	9.0849	10.1382	7.3933	37.127
4.01	1	12.4819	9.1400	10.1130	7.4053	36.564
4.01	2	12.5790	9.2051	10.1916	7.4581	36.651
4.01	3	12.4509	9.1810	10.0879	7.4386	35.616
4.01	median	12.4819	9.1810	10.1130	7.4386	35.953
4.02	1	12.5461	9.2010	10.1097	7.4143	36.354
4.02	2	12.6719	9.2380	10.2112	7.4441	37.172
4.02	3	12.5632	9.1920	10.1236	7.4070	36.676
4.02	median	12.5632	9.2010	10.1236	7.4143	36.542
4.03	1	12.6140	9.2380	10.1120	7.4056	36.545
4.03	2	12.6820	9.2690	10.1665	7.4305	36.821
4.03	3	12.5899	9.2590	10.0927	7.4224	35.976
4.03	median	12.6140	9.2590	10.1120	7.4224	36.236
4.04	1	12.6979	9.2890	10.1242	7.4063	36.697
4.04	2	12.7881	9.3141	10.1961	7.4262	37.299
4.04	3	12.6679	9.2819	10.1003	7.4006	36.479
4.04	median	12.6979	9.2890	10.1242	7.4063	36.697
4.05	1	12.7990	9.3088	10.1603	7.3896	37.495
4.05	2	12.8651	9.3322	10.2127	7.4082	37.857
4.05	3	12.7270	9.3210	10.1031	7.3993	36.541
4.05	median	12.7990	9.3210	10.1603	7.3993	37.314
4.06	1	12.7649	9.3491	10.0891	7.3893	36.537
4.06	2	12.8460	9.3679	10.1531	7.4042	37.126
4.06	3	12.7439	9.3391	10.0725	7.3814	36.458
4.06	median	12.7649	9.3491	10.0891	7.3893	36.537
4.07	1	12.8639	9.3811	10.1127	7.3747	37.127
4.07	2	12.9759	9.4049	10.2008	7.3935	37.970
4.07	3	12.8660	9.3989	10.1144	7.3888	36.888
4.07	median	12.8660	9.3989	10.1144	7.3888	36.888
4.08	1	12.9099	9.4540	10.0971	7.3942	36.554
4.08	2	12.9850	9.4509	10.1558	7.3918	37.393
4.08	3	12.8820	9.4299	10.0753	7.3754	36.607
4.08	median	12.9099	9.4509	10.0971	7.3918	36.599
4.09	1	13.0219	9.4650	10.1304	7.3632	37.581
4.09	2	13.0789	9.4929	10.1747	7.3849	37.777
4.09	3	12.9738	9.4728	10.0929	7.3694	36.957
4.09	median	13.0219	9.4728	10.1304	7.3694	37.466
4.10	1	13.0842	9.4969	10.1349	7.3562	37.774
4.10	2	13.1140	9.5291	10.1579	7.3811	37.620
4.10	3	13.0460	9.4991	10.1053	7.3579	37.339
4.10	median	13.0842	9.4991	10.1349	7.3579	37.742
4.11	1	13.0961	9.5742	10.1004	7.3841	36.786
4.11	2	13.1469	9.6030	10.1396	7.4064	36.903
4.11	3	13.0501	9.6030	10.0649	7.4064	35.895
4.11	median	13.0961	9.6030	10.1004	7.4064	36.374
4.12	1	13.1810	9.6180	10.1120	7.3786	37.045
4.12	2	13.2270	9.6519	10.1473	7.4046	37.040
4.12	3	13.1991	9.6221	10.1259	7.3817	37.176
4.12	median	13.1991	9.6221	10.1259	7.3817	37.176
4.13	1	13.2020	9.6638	10.0770	7.3764	36.611
4.13	2	13.2930	9.7132	10.1466	7.4141	36.855
4.13	3	13.2720	9.6850	10.1305	7.3926	37.036
4.13	median	13.2720	9.6850	10.1305	7.3926	37.036
4.14	1	13.3090	9.6960	10.1052	7.3619	37.263
4.14	2	13.3698	9.7270	10.1513	7.3854	37.451
4.14	3	13.3412	9.7160	10.1296	7.3771	37.311
4.14	median	13.3412	9.7160	10.1296	7.3771	37.311
4.15	1	13.3698	9.7401	10.1081	7.3639	37.266
4.15	2	13.4149	9.7721	10.1421	7.3880	37.278
4.15	3	13.4029	9.7408	10.1331	7.3644	37.596
4.15	median	13.4029	9.7408	10.1331	7.3644	37.596
4.16	1	13.3741	9.7730	10.0683	7.3573	36.848
4.16	2	13.4912	9.8088	10.1564	7.3842	37.542
4.16	3	13.4521	9.7828	10.1270	7.3647	37.507
4.16	median	13.4521	9.7828	10.1270	7.3647	37.507
4.17	1	13.4678	9.8150	10.0857	7.3502	37.217
4.17	2	13.5679	9.8739	10.1607	7.3943	37.413
4.17	3	13.5200	9.8379	10.1248	7.3673	37.429
4.17	median	13.5200	9.8379	10.1248	7.3673	37.429
4.18	1	13.5489	9.8569	10.0959	7.3449	37.455
4.18	2	13.5939	9.8879	10.1295	7.3680	37.480
4.18	3	13.5531	9.8622	10.0991	7.3488	37.425
4.18	median	13.5531	9.8622	10.0991	7.3488	37.425
4.19	1	13.6349	9.9070	10.1071	7.3437	37.630
4.19	2	13.7420	9.9561	10.1864	7.3801	38.025
4.19	3	13.6731	9.9120	10.1354	7.3474	37.945
4.19	median	13.6731	9.9120	10.1354	7.3474	37.945
4.20	1	13.6659	9.9530	10.0874	7.3467	37.305
4.20	2	13.7601	9.9800	10.1569	7.3666	37.878
4.20	3	13.6960	9.9518	10.1096	7.3459	37.622
4.20	median	13.6960	9.9530	10.1096	7.3467	37.607
4.21	1	13.7219	10.0389	10.0862	7.3790	36.688
4.21	2	13.8011	10.0501	10.1444	7.3872	37.324
4.21	3	13.7661	10.0200	10.1186	7.3651	37.386
4.21	median	13.7661	10.0389	10.1186	7.3790	37.127
4.22	1	13.7780	10.0751	10.0749	7.3673	36.752
4.22	2	13.8531	10.1149	10.1298	7.3964	36.956
4.22	3	13.8800	10.0820	10.1495	7.3723	37.671
4.22	median	13.8531	10.0820	10.1298	7.3723	37.404
4.23	1	13.8500	10.1221	10.0778	7.3652	36.830
4.23	2	13.9229	10.1728	10.1309	7.4021	36.865
4.23	3	13.8640	10.1080	10.0880	7.3550	37.158
4.23	median	13.8640	10.1221	10.0880	7.3652	36.968
4.24	1	13.9220	10.1559	10.0780	7.3518	37.082
4.24	2	13.9780	10.1931	10.1185	7.3787	37.131
4.24	3	13.9618	10.1418	10.1068	7.3416	37.665
4.24	median	13.9618	10.1559	10.1068	7.3518	37.474
4.25	1	13.9771	10.1869	10.0757	7.3435	37.206
4.25	2	14.1020	10.2079	10.1658	7.3586	38.149
4.25	3	14.0121	10.1900	10.1010	7.3457	37.509
4.25	median	14.0121	10.1900	10.1010	7.3457	37.509
4.26	1	14.0109	10.2241	10.0582	7.3397	37.038
4.26	2	14.1239	10.2541	10.1393	7.3613	37.738
4.26	3	14.0491	10.2220	10.0856	7.3382	37.440
4.26	median	14.0491	10.2241	10.0856	7.3397	37.412
4.27	1	14.0951	10.2570	10.0668	7.3256	37.419
4.27	2	14.2012	10.2880	10.1426	7.3478	38.036
4.27	3	14.1411	10.2839	10.0997	7.3449	37.506
4.27	median	14.1411	10.2839	10.0997	7.3449	37.506
4.28	1	14.1470	10.3409	10.0548	7.3497	36.806
4.28	2	14.2648	10.3409	10.1385	7.3497	37.944
4.28	3	14.2310	10.3250	10.1145	7.3383	37.832
4.28	median	14.2310	10.3409	10.1145	7.3497	37.618
4.29	1	14.2848	10.3509	10.1011	7.3193	38.006
4.29	2	14.3070	10.3970	10.1168	7.3519	37.608
4.29	3	14.2899	10.3722	10.1046	7.3343	37.772
4.29	median	14.2899	10.3722	10.1046	7.3343	37.772
4.30	1	14.2810	10.3991	10.0568	7.3231	37.330
4.30	2	14.4320	10.4609	10.1631	7.3666	37.962
4.30	3	14.3809	10.3891	10.1272	7.3161	38.423
4.30	median	14.3809	10.3991	10.1272	7.3231	38.291
4.31	1	14.3230	10.4868	10.0450	7.3546	36.581
4.31	2	14.4141	10.5338	10.1089	7.3876	36.836
4.31	3	14.3518	10.4890	10.0652	7.3561	36.828
4.31	median	14.3518	10.4890	10.0652	7.3561	36.828
4.32	1	14.4720	10.5162	10.0982	7.3379	37.617
4.32	2	14.4980	10.5591	10.1163	7.3678	37.304
4.32	3	14.4610	10.5600	10.0905	7.3685	36.941
4.32	median	14.4720	10.5591	10.0982	7.3678	37.059
4.33	1	14.4961	10.5619	10.0664	7.3344	37.249
4.33	2	14.5471	10.6130	10.1018	7.3698	37.070
4.33	3	14.5321	10.5648	10.0914	7.3364	37.552
4.33	median	14.5321	10.5648	10.0914	7.3364	37.552
4.34	1	14.5988	10.6089	10.0867	7.3299	37.610
4.34	2	14.6742	10.6480	10.1387	7.3570	37.810
4.34	3	14.6389	10.6101	10.1144	7.3308	37.971
4.34	median	14.6389	10.6101	10.1144	7.3308	37.971
4.35	1	14.6148	10.6370	10.0567	7.3195	37.396
4.35	2	14.6899	10.6862	10.1083	7.3533	37.466
4.35	3	14.6570	10.6430	10.0857	7.3236	37.715
4.35	median	14.6570	10.6430	10.0857	7.3236	37.715
4.36	1	14.6742	10.7119	10.0565	7.3411	36.989
4.36	2	14.7579	10.7388	10.1139	7.3596	37.425
4.36	3	14.7409	10.6890	10.1023	7.3254	37.908
4.36	median	14.7409	10.7119	10.1023	7.3411	37.613
4.37	1	14.7371	10.7269	10.0492	7.3146	37.386
4.37	2	14.8139	10.7529	10.1015	7.3324	37.765
4.37	3	14.7750	10.7720	10.0750	7.3454	37.161
4.37	median	14.7750	10.7529	10.0750	7.3324	37.404
4.38	1	14.8060	10.7861	10.0482	7.3200	37.270
4.38	2	14.9200	10.8581	10.1255	7.3689	37.409
4.38	3	14.8158	10.7760	10.0548	7.3132	37.488
4.38	median	14.8158	10.7861	10.0548	7.3200	37.361
4.39	1	14.8721	10.8290	10.0428	7.3126	37.336
4.39	2	14.9500	10.8521	10.0954	7.3282	37.761
4.39	3	14.9381	10.8280	10.0874	7.3119	37.959
4.39	median	14.9381	10.8290	10.0874	7.3126	37.945
4.40	1	14.9639	10.8421	10.0642	7.2920	38.017
4.40	2	15.0809	10.9100	10.1429	7.3377	38.230
4.40	3	14.9779	10.8550	10.0736	7.3007	37.981
4.40	median	14.9779	10.8550	10.0736	7.3007	37.981
4.41	1	14.9648	10.9420	10.0244	7.3297	36.764
4.41	2	15.0640	10.9761	10.0908	7.3525	37.243
4.41	3	15.0111	10.9360	10.0554	7.3257	37.262
4.41	median	15.0111	10.9420	10.0554	7.3297	37.187
4.42	1	15.0740	10.9851	10.0476	7.3222	37.221
4.42	2	15.1379	11.0059	10.0902	7.3360	37.544
4.42	3	15.1770	10.9820	10.1163	7.3201	38.199
4.42	median	15.1379	10.9851	10.0902	7.3222	37.803
4.43	1	15.1470	11.0309	10.0488	7.3182	37.312
4.43	2	15.2109	11.0600	10.0912	7.3375	37.529
4.43	3	15.1691	11.0271	10.0636	7.3156	37.564
4.43	median	15.1691	11.0309	10.0636	7.3182	37.515
4.44	1	15.2140	11.0741	10.0436	7.3106	37.384
4.44	2	15.2812	11.1041	10.0880	7.3305	37.617
4.44	3	15.2390	11.0891	10.0602	7.3206	37.423
4.44	median	15.2390	11.0891	10.0602	7.3206	37.423
4.45	1	15.2650	11.1139	10.0373	7.3078	37.351
4.45	2	15.3940	11.1880	10.1221	7.3565	37.594
4.45	3	15.3079	11.1091	10.0655	7.3046	37.797
4.45	median	15.3079	11.1139	10.0655	7.3078	37.736
4.46	1	15.2969	11.1461	10.0184	7.2999	37.240
4.46	2	15.4090	11.1780	10.0918	7.3208	37.851
4.46	3	15.3351	11.1489	10.0433	7.3017	37.547
4.46	median	15.3351	11.1489	10.0433	7.3017	37.547
4.47	1	15.4469	11.2011	10.0671	7.3001	37.904
4.47	2	15.5032	11.2519	10.1038	7.3332	37.782
4.47	3	15.4922	11.1990	10.0967	7.2987	38.336
4.47	median	15.4922	11.2011	10.0967	7.3001	38.309
4.48	1	15.4459	11.2472	10.0198	7.2960	37.333
4.48	2	15.5468	11.2751	10.0852	7.3141	37.887
4.48	3	15.4841	11.2381	10.0445	7.2901	37.783
4.48	median	15.4841	11.2472	10.0445	7.2960	37.671
4.49	1	15.5461	11.2891	10.0356	7.2876	37.708
4.49	2	15.6579	11.3139	10.1078	7.3036	38.395
4.49	3	15.5911	11.2972	10.0647	7.2928	38.009
4.49	median	15.5911	11.2972	10.0647	7.2928	38.009
4.50	1	15.6219	11.3270	10.0449	7.2833	37.917
4.50	2	15.7049	11.3690	10.0983	7.3103	38.138
4.50	3	15.6381	11.3180	10.0554	7.2775	38.171
4.50	median	15.6381	11.3270	10.0554	7.2833	38.061
4.51	1	15.6200	11.4050	10.0043	7.3047	36.957
4.51	2	15.6548	11.4491	10.0266	7.3329	36.734
4.51	3	15.6751	11.4172	10.0396	7.3125	37.294
4.51	median	15.6548	11.4172	10.0266	7.3125	37.116
4.52	1	15.7311	11.4641	10.0268	7.3071	37.220
4.52	2	15.8761	11.5159	10.1192	7.3400	37.864
4.52	3	15.8081	11.4610	10.0759	7.3051	37.930
4.52	median	15.8081	11.4641	10.0759	7.3071	37.892
4.53	1	15.7909	11.5049	10.0187	7.2994	37.254
4.53	2	15.8811	11.5490	10.0759	7.3273	37.512
4.53	3	15.8231	11.5018	10.0391	7.2974	37.571
4.53	median	15.8231	11.5049	10.0391	7.2994	37.533
4.54	1	15.8839	11.5490	10.0292	7.2921	37.535
4.54	2	15.9960	11.6370	10.0999	7.3476	37.458
4.54	3	15.9290	11.5511	10.0576	7.2934	37.900
4.54	median	15.9290	11.5511	10.0576	7.2934	37.900
4.55	1	15.9252	11.5991	10.0161	7.2952	37.297
4.55	2	16.0298	11.6620	10.0820	7.3348	37.454
4.55	3	16.0279	11.5991	10.0808	7.2952	38.184
4.55	median	16.0279	11.5991	10.0808	7.2952	38.184
4.56	1	15.9421	11.6439	9.9879	7.2950	36.914
4.56	2	16.0801	11.6880	10.0744	7.3226	37.580
4.56	3	16.0470	11.6479	10.0536	7.2975	37.768
4.56	median	16.0470	11.6479	10.0536	7.2975	37.768
4.57	1	16.0871	11.7040	10.0305	7.2976	37.449
4.57	2	16.2110	11.7011	10.1078	7.2958	38.543
4.57	3	16.1378	11.6851	10.0622	7.2858	38.107
4.57	median	16.1378	11.7011	10.0622	7.2958	37.918
4.58	1	16.1352	11.7269	10.0148	7.2786	37.592
4.58	2	16.3040	11.7800	10.1196	7.3116	38.405
4.58	3	16.2101	11.7400	10.0613	7.2868	38.076
4.58	median	16.2101	11.7400	10.0613	7.2868	38.076
4.59	1	16.2191	11.7691	10.0190	7.2701	37.811
4.59	2	16.3229	11.8592	10.0831	7.3257	37.640
4.59	3	16.3131	11.7941	10.0770	7.2855	38.316
4.59	median	16.3131	11.7941	10.0770	7.2855	38.316
4.60	1	16.2709	11.8210	10.0123	7.2741	37.643
4.60	2	16.4409	11.8551	10.1169	7.2951	38.681
4.60	3	16.3801	11.8160	10.0795	7.2710	38.626
4.60	median	16.3801	11.8210	10.0795	7.2741	38.567
4.61	1	16.3391	11.9002	10.0157	7.2947	37.301
4.61	2	16.4781	11.9441	10.1009	7.3216	37.960
4.61	3	16.4380	11.8911	10.0763	7.2891	38.238
4.61	median	16.4380	11.9002	10.0763	7.2947	38.132
4.62	1	16.4151	11.9388	10.0147	7.2838	37.493
4.62	2	16.6039	11.9889	10.1299	7.3143	38.494
4.62	3	16.5050	11.9920	10.0695	7.3162	37.633
4.62	median	16.5050	11.9889	10.0695	7.3143	37.669
4.63	1	16.4711	11.9920	10.0037	7.2833	37.351
4.63	2	16.5799	12.0311	10.0698	7.3071	37.808
4.63	3	16.5901	11.9991	10.0760	7.2876	38.262
4.63	median	16.5799	11.9991	10.0698	7.2876	38.177
4.64	1	16.5930	12.0330	10.0303	7.2738	37.896
4.64	2	16.6669	12.0909	10.0750	7.3088	37.848
4.64	3	16.6421	12.0831	10.0600	7.3041	37.731
4.64	median	16.6421	12.0831	10.0600	7.3041	37.731
4.65	1	16.6779	12.0790	10.0432	7.2738	38.074
4.65	2	16.7239	12.1129	10.0709	7.2942	38.067
4.65	3	16.6850	12.0831	10.0475	7.2763	38.085
4.65	median	16.6850	12.0831	10.0475	7.2763	38.085
4.66	1	16.6419	12.1210	9.9835	7.2714	37.298
4.66	2	16.7968	12.1729	10.0765	7.3026	37.985
4.66	3	16.7429	12.1279	10.0441	7.2755	38.054
4.66	median	16.7429	12.1279	10.0441	7.2755	38.054
4.67	1	16.7780	12.1691	10.0181	7.2661	37.875
4.67	2	16.8860	12.2099	10.0826	7.2905	38.298
4.67	3	16.8860	12.2271	10.0826	7.3007	38.105
4.67	median	16.8860	12.2099	10.0826	7.2905	38.298
4.68	1	16.8021	12.2421	9.9878	7.2772	37.248
4.68	2	16.9811	12.2590	10.0943	7.2873	38.519
4.68	3	16.9809	12.2652	10.0941	7.2909	38.448
4.68	median	16.9809	12.2590	10.0941	7.2873	38.516
4.69	1	16.9320	12.3110	10.0182	7.2841	37.535
4.69	2	17.0221	12.3060	10.0715	7.2811	38.324
4.69	3	16.9752	12.3379	10.0437	7.3000	37.585
4.69	median	16.9752	12.3110	10.0437	7.2841	37.885
4.70	1	16.9721	12.3870	10.0041	7.3015	37.014
4.70	2	17.0860	12.3432	10.0713	7.2756	38.426
4.70	3	17.0169	12.3920	10.0305	7.3044	37.321
4.70	median	17.0169	12.3870	10.0305	7.3015	37.376
4.71	1	16.9950	12.4171	9.9799	7.2917	36.867
4.71	2	17.1468	12.4569	10.0691	7.3151	37.648
4.71	3	17.1239	12.4562	10.0557	7.3146	37.474
4.71	median	17.1239	12.4562	10.0557	7.3146	37.474
4.72	1	17.0870	12.4731	9.9875	7.2907	36.990
4.72	2	17.2100	12.5082	10.0594	7.3112	37.589
4.72	3	17.2119	12.5170	10.0606	7.3163	37.509
4.72	median	17.2100	12.5082	10.0594	7.3112	37.589
4.73	1	17.1690	12.5120	9.9913	7.2812	37.221
